名前,タイプ,分類,威力,PP,説明,効果
アイスボール,こおり,ぶつり,30,20,５ターンの間相手を攻撃する。技が当たるたび威力があがる。,"Inflicts regular damage.  User is forced to use this move for five turns.  Power doubles every time this move is used in succession to a maximum of 16x, and resets to normal after the lock-in ends.  If this move misses or becomes unusable, the lock-in ends.

If the user has used defense curl since entering the field, this move has double power."
ニードルアーム,くさ,ぶつり,60,15,トゲの腕を激しくふるって攻撃する。相手をひるませることがある。,Inflicts regular damage.  Has a 30% chance to make the target flinch.
なまける,ノーマル,へんか,,5,怠けてやすむ。自分のＨＰを最大ＨＰの半分回復する。,Heals the user for half its max HP.
ハイパーボイス,ノーマル,とくしゅ,90,10,うるさく響く大きな振動を相手に与えて攻撃する。,Inflicts regular damage.
どくどくのキバ,どく,ぶつり,50,15,毒のあるキバで相手にかみついて攻撃する。猛毒をおわせることがある。,Inflicts regular damage.  Has a 50% chance to badly poison the target.
ブレイククロー,ノーマル,ぶつり,75,10,硬く鋭いツメで切り裂いて攻撃する。相手の防御をさげることがある。,Inflicts regular damage.  Has a 50% chance to lower the target's Defense by one stage.
ブラストバーン,ほのお,とくしゅ,150,5,爆発の炎で相手を焼きつくして攻撃する。次のターンは動けなくなる。,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn."
ハイドロカノン,みず,とくしゅ,150,5,水の大砲を相手に発射して攻撃する。次のターンは動けなくなる。,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn."
コメットパンチ,はがね,ぶつり,90,10,すい星のごとくパンチをくりだして相手を攻撃する。自分の攻撃があがることがある。,Inflicts regular damage. Has a 20% chance to raise the user's Attack one stage.
おどろかす,ゴースト,ぶつり,30,15,大きな声などで不意に驚かして攻撃する。相手をひるませることがある。,Inflicts regular damage.  Has a 30% chance to make the target flinch.
ウェザーボール,ノーマル,とくしゅ,50,10,使ったときの天気によって技のタイプと威力が変わる。,"Inflicts regular damage.  If a weather move is active, this move has double power, and its type becomes the type of the weather move.  shadow sky is typeless for the purposes of this move."
アロマセラピー,くさ,へんか,,5,心地好いやすらぐ香りをかがせて味方全員の状態異常を回復する。,Removes major status effects and confusion from every Pok?mon in the user's party.
うそなき,あく,へんか,,20,ないたふりをして涙を流す。こまらせることで相手の特防をがくっとさげる。,Lowers the target's Special Defense by two stages.
エアカッター,ひこう,とくしゅ,60,25,鋭い風で相手を切りつけて攻撃する。急所に当たりやすい。,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.
オーバーヒート,ほのお,とくしゅ,130,5,フルパワーで相手を攻撃する。使うと反動で自分の特攻ががくっとさがる。,"Inflicts regular damage, then lowers the user's Special Attack by two stages."
かぎわける,ノーマル,へんか,,40,ゴーストタイプに効果がない技や回避率の高い相手に攻撃が当たるようになる。,Resets the target's evasion to normal and prevents any further boosting until the target leaves the field.  A ghost under this effect takes normal damage from normal and fighting moves.  This move itself ignores accuracy and evasion modifiers.
がんせきふうじ,いわ,ぶつり,60,15,岩石を投げつけて攻撃する。相手の動きを封じることで素早さをさげる。,Inflicts regular damage.  Has a 100% chance to lower the target's Speed by one stage.
ぎんいろのかぜ,むし,とくしゅ,60,5,風にりんぷんをのせて相手を攻撃する。自分のすべての能力があがることがある。,Inflicts regular damage. Has a 10% chance to raise all of the user's stats one stage.
きんぞくおん,はがね,へんか,,40,金属をこすってでるようないやな音を聞かせる。相手の特防をがくっとさげる。,Lowers the target's Special Defense by two stages.
くさぶえ,くさ,へんか,,15,心地好い笛の音色を聞かせて相手を眠りの状態にする。,Puts the target to sleep.
くすぐる,ノーマル,へんか,,20,体をくすぐり笑わせることで相手の攻撃と防御をさげる。,Lowers the target's Attack and Defense by one stage.
コスモパワー,エスパー,へんか,,20,宇宙から神秘の力をとりこむことで自分の防御と特防をあげる。,Raises the user's Defense and Special Defense by one stage.
しおふき,みず,とくしゅ,150,5,潮を吹きつけて攻撃する。自分のＨＰが少ないほど技の威力はさがる。,"Inflicts regular damage.  Power increases with the user's remaining HP and is given by `150 * HP / max HP`, to a maximum of 150 when the user has full HP."
シグナルビーム,むし,とくしゅ,75,15,不思議な光を発射して攻撃する。相手を混乱させることがある。,Inflicts regular damage.  Has a 10% chance to confuse the target.
シャドーパンチ,ゴースト,ぶつり,60,20,影にまぎれてパンチをくりだす。攻撃は必ず命中する。,Inflicts regular damage.  Ignores accuracy and evasion modifiers.
じんつうりき,エスパー,とくしゅ,80,20,みえない不思議な力を送って攻撃する。相手をひるませることがある。,Inflicts regular damage.  Has a 10% chance to make the target flinch.
スカイアッパー,かくとう,ぶつり,85,15,空にむかうような高いアッパーで相手を突きあげて攻撃する。,"Inflicts regular damage.

This move can hit Pok?mon under the effect of bounce, fly, or sky drop."
